image_id,sector_label,lat,lon
region_2_20260116_163213.jpg,2,31.26193400,34.80267360
region_4_20260117_143108.jpg,4,31.26183680,34.80118780
region_4_20260117_144750.jpg,4,31.26233900,34.80104010
region_3_20260118_151852.jpg,3,31.26166930,34.80193420
region_4_20260117_142536.jpg,4,31.26176410,34.80096240
region_2_IMG_5951.jpg,2,31.26213611,34.80266944
region_3_20260117_152439.jpg,3,31.26167630,34.80176470
region_3_20260118_154952.jpg,3,31.26240800,34.80207970
region_1_IMG_20260111_155817.jpg,1,31.26205980,34.80356490
region_3_20260118_154826.jpg,3,31.26203090,34.80199400
region_3_20260118_152659.jpg,3,31.26189110,34.80201810
region_3_20260118_152840.jpg,3,31.26204400,34.80210620
region_1_IMG_20260111_153551.jpg,1,31.26212870,34.80355580
region_3_20260118_152025.jpg,3,31.26175780,34.80191980
region_3_20260118_154339.jpg,3,31.26171440,34.80209770
region_2_20260116_162334.jpg,2,31.26202060,34.80275690
region_2_20260116_164014.jpg,2,31.26195940,34.80263410
region_1_IMG_20260111_155647.jpg,1,31.26212290,34.80358770
region_2_20260116_163308.jpg,2,31.26207150,34.80265390
region_3_20260118_151034.jpg,3,31.26189100,34.80181260
region_3_20260118_153141.jpg,3,31.26162050,34.80202090
region_0_IMG_5755.jpg,0,31.26199722,34.80400000
region_3_20260118_151006.jpg,3,31.26208650,34.80183370
region_3_20260117_151508.jpg,3,31.26163460,34.80151620
region_1_IMG_20260111_154527.jpg,1,31.26213960,34.80340800
region_4_20260117_150336.jpg,4,31.26215730,34.80138530
region_2_20260116_164024.jpg,2,31.26195949,34.80263410
region_2_20260116_162729.jpg,2,31.26206410,34.80268850
region_2_20260116_163729.jpg,2,31.26192278,34.80274131
region_4_20260117_150354.jpg,4,31.26215730,34.80138530
region_4_20260117_142026.jpg,4,31.26168660,34.80119530
region_4_20260117_150140.jpg,4,31.26222290,34.80138570
region_3_20260118_151910.jpg,3,31.26182110,34.80189490
region_2_IMG_5883.jpg,2,31.26215833,34.80283611
region_4_20260117_150845.jpg,4,31.26232650,34.80157850
region_4_20260117_145912.jpg,4,31.26221360,34.80133200
region_4_20260117_143936.jpg,4,31.26187160,34.80121680
region_3_20260118_151527.jpg,3,31.26196120,34.80186030
region_2_IMG_5888.jpg,2,31.26215556,34.80286111
region_4_20260117_143233.jpg,4,31.26185410,34.80118840
region_2_IMG_5944.jpg,2,31.26215000,34.80275000
region_3_20260118_154843.jpg,3,31.26216630,34.80196670
region_4_20260117_144550.jpg,4,31.26197420,34.80108560
region_1_IMG_20260111_153601.jpg,1,31.26212870,34.80355580
region_2_20260116_162257.jpg,2,31.26202060,34.80275690
region_1_IMG_20260111_155519.jpg,1,31.26202440,34.80358890
region_3_20260117_152432.jpg,3,31.26172540,34.80168390
region_4_20260117_145123.jpg,4,31.26186460,34.80136110
region_2_20260116_163353.jpg,2,31.26183390,34.80280190
region_0_IMG_5549.jpg,0,31.26198889,34.80396667
region_4_20260117_150340.jpg,4,31.26215730,34.80138530
region_2_IMG_5814.jpg,2,31.26218333,34.80271111
region_1_IMG_20260111_155436.jpg,1,31.26209890,34.80360290
region_4_20260117_144848.jpg,4,31.26235590,34.80103400
region_3_20260118_153937.jpg,3,31.26228190,34.80206940
region_3_20260118_151751.jpg,3,31.26179890,34.80192350
region_1_IMG_20260111_154813.jpg,1,31.26212710,34.80355470
region_4_20260117_145512.jpg,4,31.26214970,34.80124520
region_2_IMG_5902.jpg,2,31.26216667,34.80298333
region_2_20260116_162840.jpg,2,31.26202460,34.80248290
region_3_20260117_152626.jpg,3,31.26173410,34.80180680
region_0_IMG_5572.jpg,0,31.26213889,34.80393333
region_4_20260117_145857.jpg,4,31.26221360,34.80133200
region_2_20260116_163045.jpg,2,31.26194206,34.80262949
region_1_IMG_20260111_155711.jpg,1,31.26212860,34.80354770
region_2_IMG_5997.jpg,2,31.26210556,34.80259722
region_1_IMG_20260111_153359.jpg,1,31.26184810,34.80350050
region_3_20260118_154745.jpg,3,31.26203090,34.80199400
region_3_20260117_151144.jpg,3,31.26188670,34.80153450
region_2_IMG_5966.jpg,2,31.26212778,34.80253889
region_2_20260116_162921.jpg,2,31.26202460,34.80248290
region_3_20260118_153927.jpg,3,31.26228190,34.80206940
region_1_IMG_20260111_155547.jpg,1,31.26194700,34.80350670
region_4_20260117_145008.jpg,4,31.26202610,34.80119040
region_4_20260117_142719.jpg,4,31.26182330,34.80100010
region_0_IMG_5729.jpg,0,31.26190278,34.80403611
region_2_20260116_162823.jpg,2,31.26202080,34.80263410
region_0_IMG_5395.jpg,0,31.26166389,34.80434444
region_3_20260117_152020.jpg,3,31.26172010,34.80168520
region_0_IMG_5559.jpg,0,31.26198056,34.80394444
region_2_20260116_164845.jpg,2,31.26202560,34.80268220
region_3_20260117_151621.jpg,3,31.26192850,34.80151890
region_4_20260117_144717.jpg,4,31.26226200,34.80103600
region_2_20260116_162423.jpg,2,31.26208870,34.80267340
region_4_20260117_144401.jpg,4,31.26189850,34.80110310
region_3_20260118_155008.jpg,3,31.26246680,34.80213250
region_1_IMG_20260111_155640.jpg,1,31.26197320,34.80346790
region_0_IMG_5408.jpg,0,31.26183611,34.80438611
region_4_20260117_145740.jpg,4,31.26231330,34.80131160
region_2_20260116_162604.jpg,2,31.26202980,34.80274210
region_3_20260117_152054.jpg,3,31.26174930,34.80165450
region_1_IMG_20260111_154901.jpg,1,31.26212710,34.80355470
region_4_20260117_150636.jpg,4,31.26223290,34.80143270
region_2_IMG_5786.jpg,2,31.26235000,34.80307500
region_0_IMG_5663.jpg,0,31.26190278,34.80416944
region_4_20260117_145824.jpg,4,31.26229810,34.80133180
region_3_20260118_152059.jpg,3,31.26190320,34.80194420
region_4_20260117_145419.jpg,4,31.26224690,34.80128140
region_0_IMG_5429.jpg,0,31.26206667,34.80437500
region_4_20260117_144142.jpg,4,31.26200630,34.80130300
region_2_20260116_164129.jpg,2,31.26196950,34.80269670
region_0_IMG_5493.jpg,0,31.26184167,34.80429722
region_3_20260118_154250.jpg,3,31.26184780,34.80209690
region_3_20260118_154831.jpg,3,31.26216630,34.80196670
region_3_20260118_155550.jpg,3,31.26179860,34.80213150
region_3_20260118_152713.jpg,3,31.26189110,34.80201810
region_2_IMG_6105.jpg,2,31.26205000,34.80256667
region_2_IMG_6050.jpg,2,31.26204167,34.80289444
region_4_20260117_145734.jpg,4,31.26224510,34.80131190
region_3_20260117_152156.jpg,3,31.26198340,34.80170840
region_0_IMG_5676.jpg,0,31.26206111,34.80416111
region_3_20260118_152307.jpg,3,31.26194380,34.80195540
region_1_IMG_20260111_154120.jpg,1,31.26209970,34.80344140
region_4_20260117_150528.jpg,4,31.26206330,34.80144610
region_1_IMG_20260111_153750.jpg,1,31.26198050,34.80351360
region_3_20260118_151120.jpg,3,31.26184670,34.80177750
region_3_20260117_151821.jpg,3,31.26178070,34.80167620
region_0_IMG_5631.jpg,0,31.26196389,34.80425278
region_2_20260116_162632.jpg,2,31.26200130,34.80278170
region_0_IMG_5483.jpg,0,31.26200556,34.80429722
region_3_20260118_151505.jpg,3,31.26186530,34.80185710
region_2_20260116_163431.jpg,2,31.26198680,34.80275780
region_3_20260117_152540.jpg,3,31.26163110,34.80183260
region_3_20260118_152557.jpg,3,31.26171960,34.80202150
region_3_20260118_155319.jpg,3,31.26206340,34.80209150
region_2_20260116_164812.jpg,2,31.26199900,34.80277350
region_3_20260118_152029.jpg,3,31.26175780,34.80191980
region_2_IMG_5804.jpg,2,31.26222500,34.80279167
region_2_20260116_162118.jpg,2,31.26201810,34.80277500
region_1_IMG_20260111_154924.jpg,1,31.26212710,34.80355470
region_3_20260118_155322.jpg,3,31.26205620,34.80206950
region_4_20260117_150836.jpg,4,31.26232650,34.80157850
region_1_IMG_20260111_155655.jpg,1,31.26212290,34.80358770
region_4_20260117_142704.jpg,4,31.26182330,34.80100010
region_2_IMG_5959.jpg,2,31.26213333,34.80259444
region_3_20260118_151645.jpg,3,31.26195510,34.80188290
region_3_20260118_153903.jpg,3,31.26228190,34.80206940
region_3_20260118_154749.jpg,3,31.26203090,34.80199400
region_2_20260116_164258.jpg,2,31.26207164,34.80258825
region_3_20260117_151721.jpg,3,31.26192490,34.80164470
region_1_IMG_20260111_155544.jpg,1,31.26209560,34.80356560
region_4_20260117_145608.jpg,4,31.26204150,34.80127400
region_4_20260117_145554.jpg,4,31.26204150,34.80127400
region_2_20260116_164247.jpg,2,31.26207160,34.80258820
region_1_IMG_20260111_155840.jpg,1,31.26206510,34.80355220
region_2_IMG_5882.jpg,2,31.26215833,34.80283611
region_4_20260117_143041.jpg,4,31.26183680,34.80118780
region_3_20260117_151147.jpg,3,31.26188670,34.80153450
region_4_20260117_145350.jpg,4,31.26231610,34.80119710
region_0_IMG_5462.jpg,0,31.26214167,34.80427500
region_4_20260117_144129.jpg,4,31.26200630,34.80130300
region_3_20260118_151539.jpg,3,31.26196570,34.80189590
region_4_20260117_145753.jpg,4,31.26231800,34.80128410
region_3_20260118_155451.jpg,3,31.26188570,34.80126380
region_2_20260116_162441.jpg,2,31.26208870,34.80267340
region_2_20260116_164325.jpg,2,31.26207160,34.80258820
region_2_20260116_164151.jpg,2,31.26195710,34.80280300
region_3_20260118_154857.jpg,3,31.26216630,34.80196670
region_4_20260117_150008.jpg,4,31.26199080,34.80136400
region_3_20260117_151343.jpg,3,31.26175690,34.80151040
region_2_20260116_163034.jpg,2,31.26194280,34.80252360
region_0_IMG_5537.jpg,0,31.26173611,34.80386667
region_3_20260117_152126.jpg,3,31.26189590,34.80166620
region_3_20260118_155414.jpg,3,31.26205620,34.80206950
region_4_20260117_150205.jpg,4,31.26229800,34.80140800
region_2_IMG_5782.jpg,2,31.26226944,34.80331389
region_4_20260117_145144.jpg,4,31.26210610,34.80114690
region_1_IMG_20260111_155240.jpg,1,31.26212590,34.80353330
region_2_IMG_5958.jpg,2,31.26213611,34.80259722
region_3_20260118_151445.jpg,3,31.26185200,34.80186740
region_3_20260118_151725.jpg,3,31.26185460,34.80187570
region_3_20260118_155410.jpg,3,31.26205620,34.80206950
region_2_20260116_164832.jpg,2,31.26199905,34.80277357
region_3_20260118_151737.jpg,3,31.26184910,34.80192210
region_4_20260117_144748.jpg,4,31.26238850,34.80106690
region_3_20260118_155548.jpg,3,31.26179860,34.80213150
region_4_20260117_141850.jpg,4,31.26178090,34.80136530
region_2_IMG_5993.jpg,2,31.26211111,34.80255833
region_2_20260116_162120.jpg,2,31.26201812,34.80277500
region_0_IMG_5617.jpg,0,31.26204722,34.80424167
region_2_20260116_162115.jpg,2,31.26201810,34.80277500
region_2_IMG_5964.jpg,2,31.26212500,34.80254722
region_3_20260118_154253.jpg,3,31.26181490,34.80209250
region_0_IMG_5423.jpg,0,31.26209167,34.80437222
region_4_20260117_143111.jpg,4,31.26183680,34.80118780
region_0_IMG_5512.jpg,0,31.26181667,34.80394722
region_3_20260118_151735.jpg,3,31.26179500,34.80189410
region_2_20260116_164352.jpg,2,31.26201710,34.80265730
region_3_20260117_152242.jpg,3,31.26207040,34.80169540
region_0_IMG_5603.jpg,0,31.26225000,34.80378611
region_3_20260118_155515.jpg,3,31.26189410,34.80180730
region_1_IMG_20260111_153500.jpg,1,31.26194240,34.80352940
region_1_IMG_20260111_154105.jpg,1,31.26211550,34.80336790
region_3_20260117_151614.jpg,3,31.26192850,34.80151890
region_3_20260118_151134.jpg,3,31.26184670,34.80177750
region_2_20260116_162453.jpg,2,31.26208870,34.80267340
region_4_20260117_143203.jpg,4,31.26185410,34.80118840
region_1_IMG_20260111_155628.jpg,1,31.26197320,34.80346790
region_4_20260117_145830.jpg,4,31.26224210,34.80135740
region_1_IMG_20260111_155558.jpg,1,31.26194700,34.80350670
region_2_IMG_5984.jpg,2,31.26209722,34.80250556
region_3_20260118_152402.jpg,3,31.26175430,34.80191080
region_2_20260116_164012.jpg,2,31.26195949,34.80263410
region_4_20260117_143432.jpg,4,31.26192200,34.80137080
region_3_20260117_152033.jpg,3,31.26174930,34.80165450
region_0_IMG_5661.jpg,0,31.26190556,34.80417222
region_0_IMG_5606.jpg,0,31.26227778,34.80381111
region_3_20260118_155440.jpg,3,31.26203150,34.80193450
region_3_20260118_152027.jpg,3,31.26175780,34.80191980
region_4_20260117_150037.jpg,4,31.26201530,34.80138530
region_3_20260118_151837.jpg,3,31.26163610,34.80189310
region_4_20260117_142844.jpg,4,31.26178440,34.80122060
region_3_20260117_152348.jpg,3,31.26204760,34.80174950
region_1_IMG_20260111_153319.jpg,1,31.26187970,34.80340650
region_4_20260117_142655.jpg,4,31.26182330,34.80100010
region_1_IMG_20260111_155038.jpg,1,31.26210140,34.80359590
region_4_20260117_150343.jpg,4,31.26215730,34.80138530
region_4_20260117_145921.jpg,4,31.26221360,34.80133200
region_0_IMG_5454.jpg,0,31.26234722,34.80431667
region_2_20260116_164735.jpg,2,31.26197550,34.80265080
region_3_20260117_151011.jpg,3,31.26201120,34.80143900
region_0_IMG_5664.jpg,0,31.26190278,34.80416944
region_3_20260118_151313.jpg,3,31.26176600,34.80194050
region_4_20260117_144834.jpg,4,31.26235590,34.80103400
region_3_20260118_152256.jpg,3,31.26194380,34.80195540
